名称,类型,经度,纬度,地址,省份,城市,区县
理想汽车充电站(理想超充站合肥包河区纵横高科),汽车服务;充电站;充电站,117.33867,31.780678,骆岗街道延安路72号纵横园区,安徽省,合肥市,包河区
特来电汽车充电站(洁电超充站),汽车服务;充电站;充电站,117.348438,31.79052,天津路与沈阳路交叉口上汽名爵1385号内,安徽省,合肥市,包河区
云快充汽车充电站(海迪拉),汽车服务;充电站;充电站,117.33957,31.77864,兰州路建智立方二期,安徽省,合肥市,包河区
云快充汽车充电站(徽商集团总部),汽车服务;充电站;充电站,117.332477,31.785861,徽商总部广场内(大连路地铁站A口旁),安徽省,合肥市,包河区
依威能源汽车充电站(欣然居),汽车服务;充电站;充电站,117.344219,31.771453,花园大道南50米欣然居地下停车场,安徽省,合肥市,包河区
特来电充电站(毅威出行中建二期)(内部专用),汽车服务;充电站;充电站,117.346899,31.783387,上海路与太原路交口东侧中建智立方二期地下车库洗车房北侧,安徽省,合肥市,包河区
云快充汽车充电站(合肥金泰克光储电站),汽车服务;充电站;充换电站,117.345261,31.776507,尧山路与山海关路交叉口南220米,安徽省,合肥市,包河区
云快充汽车充电站(普洛斯合肥肥东物流园充电站),汽车服务;充电站;充电站,117.445889,31.815623,东华路与新华路交叉口东北150米地面停车场,安徽省,合肥市,肥东县
特来电汽车充电站(合肥传化公路港充电站),汽车服务;充电站;充电站,117.436825,31.814216,撮镇镇新华路合肥传化信实公路港,安徽省,合肥市,肥东县
汽车充电站(慧鹏充换电站肥东传化站),汽车服务;充电站;充电站,117.439978,31.814878,裕溪路831号,安徽省,合肥市,肥东县
特来电汽车充电站(特来电合肥传化公路港充电站),汽车服务;充电站;充电站,117.438981,31.815095,地面停车场,安徽省,合肥市,肥东县
易佳电汽车充电站(易佳电蓝鲤肥东慧鹏换电站),汽车服务;充电站;充电站,117.44001,31.815145,慧鹏充电站,安徽省,合肥市,肥东县
中国石化汽车充电站(浙商城充电站),汽车服务;充电站;充电站,117.431123,31.830554,浙商城21号与22号楼中间,安徽省,合肥市,肥东县
皋源泛能肥东安燃充电站,汽车服务;充电站;充电站,117.442613,31.826512,安燃燃气龙塘综合站,安徽省,合肥市,肥东县
昆仑网电汽车充电站(中石油肥东县龙源充电站),汽车服务;充电站;充电站,117.442928,31.826044,采香环路和合马路交汇处西北角(中石油加油站内),安徽省,合肥市,肥东县
特来电汽车充电站(科逸裕隆大市场超充站),汽车服务;充电站;充电站,117.440844,31.825527,撮镇镇东华大道裕隆物流园地面停车场,安徽省,合肥市,肥东县
皖小能汽车充电站(龙塘综合能源港充换电),汽车服务;充电站;充电站,117.43556,31.826557,皖小能汽车充电站(龙塘综合能源港充换电)皖能集团综合能源港CNGH2充换电(龙塘站)燎原大道与裕溪路交叉口南80米,安徽省,合肥市,肥东县
特来电汽车充电站(合肥丰华汽车快充站),汽车服务;充电站;充电站,117.432201,31.828646,撮镇镇龙塘工业园合马路北侧地面停车场,安徽省,合肥市,肥东县
皖小能汽车充电站(皖小能电动汽车快充燎原大道),汽车服务;充电站;充电站,117.434616,31.824835,撮镇镇,安徽省,合肥市,肥东县
星星充电汽车充电站(星星充电-远洋庐玥风景),汽车服务;充电站;充电站,117.45083,31.824929,撮镇镇翠微亭路远洋庐玥风景,安徽省,合肥市,肥东县
汽车充电站(毅威电动鸿汇广场充电站),汽车服务;充电站;充电站,117.431317,31.828054,共青路34号,安徽省,合肥市,肥东县
汽车充电站(新安小区7栋),汽车服务;充电站;充电站,117.436492,31.821052,撮镇镇新安小区高层7幢前地面停车位,安徽省,合肥市,肥东县
汽车充电站(新安小区西区),汽车服务;充电站;充电站,117.433227,31.821165,"撮镇镇燎原大道新安小区大门南侧,户外停车场",安徽省,合肥市,肥东县
汽车充电站(新安小区1栋),汽车服务;充电站;充电站,117.434756,31.822189,撮镇镇非公企业党建服务中心新安小区1栋旁东区电瓶车库旁停车位,安徽省,合肥市,肥东县
中国石化汽车充电站(飞龙充电站),汽车服务;充电站;充电站,117.413109,31.832053,中国石化飞龙加油站,安徽省,合肥市,肥东县
星星充电汽车充电站(龙塘浙商城北门超充站),汽车服务;充电站;充电站,117.430652,31.832819,浙商城地面停车场,安徽省,合肥市,肥东县
壳牌充电汽车充电站(壳牌合肥东风大道地面快充站),汽车服务;充电站;充电站,117.41836,31.842209,肥东新城开发区龙塘东风大道,安徽省,合肥市,肥东县
星星充电汽车充电站(星星充电-蔚蓝华盛广场),汽车服务;充电站;充电站,117.415258,31.831663,撮镇镇华盛大运城徽状元贵宾楼(大运城店)地面停车场,安徽省,合肥市,肥东县
星星充电汽车充电站(华盛大运城2期2地库充电桩),汽车服务;充电站;充电站,117.414951,31.831846,裕溪路与东风大道交口2期地下停车场1660,安徽省,合肥市,肥东县
汽车充电站(幸福家园四期),汽车服务;充电站;充电站,117.423675,31.835843,撮镇镇幸福家园四期进门右转20米再左转20米地面停车位,安徽省,合肥市,肥东县
国家电网汽车充电站(安徽省合肥市肥东县裕溪路中石化飞龙加油站充电站)(暂停营业),汽车服务;充电站;充电站,117.413216,31.831953,撮镇镇中国石化飞龙加油站地面停车场,安徽省,合肥市,肥东县
特来电汽车充电站(恒兴超充站),汽车服务;充电站;充电站,117.418087,31.843039,东风大道辅路与新世界路交叉口南80米,安徽省,合肥市,肥东县
达克云汽车充电站(小豹充充尚泽琪瑞东郡大酒店充电站),汽车服务;充电站;充电站,117.41638,31.850658,撮镇镇东风大道与瑶岗路交叉口西北角街,安徽省,合肥市,肥东县
阳光充电汽车充电站(陌上智能充电站),汽车服务;充电站;充电站,117.42806,31.847645,撮镇镇瑶岗路南侧,安徽省,合肥市,肥东县
云快充汽车充电站(肥东尚琪瑞东郡小区地下车库A区),汽车服务;充电站;充电站,117.41477,31.847168,清流关路,安徽省,合肥市,肥东县
充电站壳牌合肥东风大道,汽车服务;充电站;充电站,117.418262,31.843391,新世界路2号,安徽省,合肥市,肥东县
中国石化汽车充电站(龙城充电站),汽车服务;充电站;充电站,117.44552,31.86017,中国石化龙城路加油站,安徽省,合肥市,肥东县
星星充电汽车充电站(星星充电合肥市永威机械设备有限公司),汽车服务;充电站;充电站,117.431,31.862036,肥东新城开发区祥和路合肥永威机械有限公司门口地面停车场,安徽省,合肥市,肥东县
中国石化汽车充电站(津源充电站),汽车服务;充电站;充电站,117.436196,31.875847,肥东新城开发区(双龙大酒店隔壁),安徽省,合肥市,肥东县
星星充电汽车充电站(数源琪瑞贵宾楼),汽车服务;充电站;充电站,117.442959,31.876739,龙泉路与桂王路交叉口琪瑞贵宾楼地面停车场,安徽省,合肥市,肥东县
广州蔚星汽车充电站(展宏充电站),汽车服务;充电站;充电站,117.43475,31.889294,店埠镇镇西路瑞跃智谷科技创新产业园,安徽省,合肥市,肥东县
云快充汽车充电站(费加罗婚礼艺术中心快充站),汽车服务;充电站;充电站,117.435301,31.892027,包公大道与镇西路交口东北角,安徽省,合肥市,肥东县
蔚享天成汽车充电站(物联物流),汽车服务;充电站;充电站,117.43281,31.888004,物联天下物流园东南(古河路北),安徽省,合肥市,肥东县
蔚来能源汽车充电站(合肥肥东农商银行),汽车服务;充电站;充电站,117.431587,31.873635,肥东新城开发区肥东农商银行(新总行)地面停车场,安徽省,合肥市,肥东县
毅威充电站(毅威电动禹州广场充电站),汽车服务;充电站;充电站,117.437669,31.875022,长江东路26号,安徽省,合肥市,肥东县
星星充电汽车充电站(万科红郡二期店),汽车服务;充电站;充电站,117.436963,31.87982,临泉东路与燎原路交口万科红郡二期地下停车场A区1193,安徽省,合肥市,肥东县
依威能源汽车充电站(恒缘·时代广场),汽车服务;充电站;充电站,117.43745,31.87629,合店路与长江东路交叉口东北100米恒缘·时代广场地面停车场,安徽省,合肥市,肥东县
星星充电汽车充电站(万科红郡一期店),汽车服务;充电站;充电站,117.436224,31.880961,临泉东路与燎原路交口万科红郡一期地下停车场B区1831,安徽省,合肥市,肥东县
合肥充电龙泉西路汽车充电站,汽车服务;充电站;充电站,117.450085,31.879175,景明巷与龙泉路交叉口西北160米,安徽省,合肥市,肥东县
汽车充电站(星星充电),汽车服务;充电站;充电站,117.434212,31.887362,古河路与镇西路交叉口西北40米,安徽省,合肥市,肥东县
依威能源汽车充电站(斌锋·御云府店),汽车服务;充电站;充电站,117.448837,31.888816,包公大道与桥头集路交叉口往南200米斌锋·御云府地下停车场150,安徽省,合肥市,肥东县
依威能源汽车充电站(御景花园南区),汽车服务;充电站;充电站,117.445738,31.87931,和平路南侧桂王路东侧御景花园南区地面停车场21-13,安徽省,合肥市,肥东县
福贵数源充电站,汽车服务;充电站;充电站,117.442895,31.876745,龙泉路与桂王路交叉口琪瑞贵宾楼地面停车场,安徽省,合肥市,肥东县
依威能源汽车充电站(御景花园北区),汽车服务;充电站;充电站,117.445318,31.882861,临泉东路与和平路交叉口南150米御景花园北区地面停车场28-5,安徽省,合肥市,肥东县
依威能源汽车充电站(斌锋·中心城店),汽车服务;充电站;充电站,117.445977,31.888591,古河路与桂王路交叉口北150米斌锋·中心城地下停车场,安徽省,合肥市,肥东县
依威能源汽车充电站(丽水云天店),汽车服务;充电站;充电站,117.443143,31.89062,肥东县经济开发区包公大道与桂王路交叉口西南角丽水云天地下停车场A56,安徽省,合肥市,肥东县
中国石化汽车充电站(包公大道充电站),汽车服务;充电站;充电站,117.423094,31.892131,中国石化包公大道加油站,安徽省,合肥市,肥东县
星星充电汽车充电站(好社惠),汽车服务;充电站;充电站,117.420795,31.886913,店埠镇古河路安徽美普达电气有限公司地面停车场,安徽省,合肥市,肥东县
特来电汽车充电站(肥东彩虹新城充电站),汽车服务;充电站;充电站,117.427997,31.87421,肥东经开区彩虹新城小区南门西侧(顾家家居前面),安徽省,合肥市,肥东县
特来电汽车充电站(井中集团充电站),汽车服务;充电站;充电站,117.411169,31.88056,店埠镇井中集团合肥光明包装制品有限公司,安徽省,合肥市,肥东县
福贵充电站(星星充电),汽车服务;充电站;充电站,117.414299,31.886092,肥东新城开发区古河路爱就爱全屋定制家居地面停车场,安徽省,合肥市,肥东县
易佳电汽车充电站(易佳电古河路好社惠充电站),汽车服务;充电站;充电站,117.42085,31.886904,店埠镇古河路好社惠,安徽省,合肥市,肥东县
小鹏超级充电站(开放运营-小鹏S4超快充合肥肥东好社惠站),汽车服务;充电站;充电站,117.4213,31.88688,古河路与柳孜路交叉口东100米合肥好社惠商贸有限公司,安徽省,合肥市,肥东县
星星充电汽车充电站(星星充电-徽商建材城),汽车服务;充电站;充电站,117.429662,31.872294,店埠镇幸福家具城徽商大市场,安徽省,合肥市,肥东县
理想汽车充电站(理想超充站合肥市肥东县古河路好社惠),汽车服务;充电站;充电站,117.421364,31.886684,店埠镇古河路好社惠商贸有限公司停车场,安徽省,合肥市,肥东县
特来电汽车充电站(徽商云创充电站),汽车服务;充电站;充电站,117.41939,31.871353,长江东路辅路徽商云创园区内地面停车场,安徽省,合肥市,肥东县
星星充电汽车充电站(星星充电-琪瑞康郡),汽车服务;充电站;充电站,117.430188,31.876468,店埠镇祥和路尚泽·琪瑞康郡,安徽省,合肥市,肥东县
星星充电汽车充电站(万科未来之光店),汽车服务;充电站;充电站,117.420565,31.875051,柳孜路与安居路交口往西约200米地下停车场141,安徽省,合肥市,肥东县
星星充电汽车充电站(万科未来之光店),汽车服务;充电站;充电站,117.420307,31.877088,柳孜路万科未来之光地下停车场A区242,安徽省,合肥市,肥东县
云快充汽车充电站(皖信培训学校),汽车服务;充电站;充电站,117.415306,31.886771,新城开发区临泉路与护城路交叉口西180米(皖信培训学校),安徽省,合肥市,肥东县
云快充汽车充电站(肥东古井君莱酒店慢充站),汽车服务;充电站;充电站,117.422293,31.892364,包公大道与龙脊山路交口明天大厦,安徽省,合肥市,肥东县
汽车充电站(陈大郢小区),汽车服务;充电站;充电站,117.428021,31.879117,祥和路陈大郢小区19栋西侧停车位,安徽省,合肥市,肥东县
易佳电汽车充电站(易佳电惠康德充电站)(暂停营业),汽车服务;充电站;充电站,117.42085,31.886904,店埠镇古河路好社惠,安徽省,合肥市,肥东县
理想汽车充电站(理想5C超充站京台高速肥东服务区北京方向),汽车服务;充电站;充电站,117.455692,31.854585,肥东服务区,安徽省,合肥市,肥东县
理想汽车充电站(理想5C超充站京台高速肥东服务区台北方向),汽车服务;充电站;充电站,117.455071,31.856659,龙城路6号,安徽省,合肥市,肥东县
国家电网汽车充电站(京台高速肥东服务区充电站台北方向),汽车服务;充电站;充电站,117.455818,31.857968,京台高速肥东服务区台北方向,安徽省,合肥市,肥东县
肥东服务区国家电网电动汽车充电站,汽车服务;充电站;充电站,117.45624,31.853879,京台高速肥东服务区(北京方向),安徽省,合肥市,肥东县
蔚来超级汽车充电站(肥东服务区台北方向),汽车服务;充电站;充电站,117.455226,31.857795,肥东服务区,安徽省,合肥市,肥东县
蔚来能源超级充电站(北京方向G3京台高速肥东服务区),汽车服务;充电站;充电站,117.45437,31.853477,肥东服务区(京台高速北京方向),安徽省,合肥市,肥东县
中国石化汽车充电站(众兴南充电站),汽车服务;充电站;充电站,117.45373,31.85415,店埠镇G3京台高速肥东服务区(京台高速北京方向),安徽省,合肥市,肥东县
蔚来能源超级充电站(台北方向G3京台高速肥东服务区),汽车服务;充电站;充电站,117.455317,31.857829,肥东服务区,安徽省,合肥市,肥东县
安徽交控肥东服务区电动汽车充电站(上海方向),汽车服务;充电站;充电站,117.455332,31.854887,合宁高速38公里处,安徽省,合肥市,肥东县
肥东县城南公园汽车充电站,汽车服务;充电站;充电站,117.45711,31.86595,新安江路城南公园(西侧),安徽省,合肥市,肥东县
星星充电汽车充电站(星星充电-琥珀名郡二期),汽车服务;充电站;充电站,117.470393,31.849436,店埠镇日出路琥珀名郡香榭里,安徽省,合肥市,肥东县
汽车充电站(星星充电·琥珀名郡香颂里充电站),汽车服务;充电站;充电站,117.469871,31.847443,店埠镇琥珀名郡香颂里(北门),安徽省,合肥市,肥东县
星星充电汽车充电站(星星充电-琥珀名郡香悦里站),汽车服务;充电站;充电站,117.471016,31.851719,店埠镇琥珀名郡香悦里(北门),安徽省,合肥市,肥东县
蔚来能源目的地充电站(内部使用合肥乐锦记食品),汽车服务;充电站;充电站,117.4546,31.85982,龙城路与四号路交叉路口往东约70米,安徽省,合肥市,肥东县
星星充电汽车充电站(星星充电肥东政务服务中心),汽车服务;充电站;充电站,117.485046,31.850736,店埠镇深秀北路和日出路交口朝北200米地面停车场,安徽省,合肥市,肥东县
春宇智充汽车充电站(亿佰购物广场充电站),汽车服务;充电站;充电站,117.475139,31.853103,店埠镇报镇路与站南路交口东南角(亿佰购物广场),安徽省,合肥市,肥东县
安徽深燃超充站,汽车服务;充电站;充电站,117.475502,31.843881,撮镇镇瑶岗路与北张路交叉口向南100米,安徽省,合肥市,肥东县
能效邻里共享汽车充电站(琥珀庄园地下车库B区510车位),汽车服务;充电站;充电站,117.47882,31.85382,蔚然路与站南路交叉口南120米,安徽省,合肥市,肥东县
合肥市肥东县和睦湖蔚然路停车场汽车充电站,汽车服务;充电站;充电站,117.480001,31.853415,蔚然路东侧,安徽省,合肥市,肥东县
广州蔚星汽车充电站(合肥东城高铁站维也纳酒店站),汽车服务;充电站;充电站,117.471507,31.843261,撮镇镇维也纳酒店(合肥东城高铁站店),安徽省,合肥市,肥东县
依威能源汽车充电站(斌锋未来城),汽车服务;充电站;充电站,117.47424,31.854591,站南路与店忠路交口斌锋未来城,安徽省,合肥市,肥东县
特来电汽车充电站(电闪雷鸣快充站),汽车服务;充电站;充电站,117.483856,31.886596,人民路与团结大道交口西北角电闪雷鸣充电站,安徽省,合肥市,肥东县
易佳电汽车充电站(易佳电国土超充站),汽车服务;充电站;充电站,117.48467,31.878504,团结大道与龙泉路辅路交叉口东北方向立体停车场,安徽省,合肥市,肥东县
中国石化汽车充电站(南环路充电站),汽车服务;充电站;充电站,117.47389,31.874882,中国石化南环路加油站(店埠河地铁站B口步行180米),安徽省,合肥市,肥东县
汽车充电站(数源浮槎山路站),汽车服务;充电站;充电站,117.476554,31.880271,浮槎山路与龙泉路交叉口东南角100米地面停车场,安徽省,合肥市,肥东县
星星充电汽车充电站(国土超充站),汽车服务;充电站;充电站,117.48467,31.878474,团结大道与龙泉路辅路交叉口东北方向立体停车场,安徽省,合肥市,肥东县
汽车充电站(八斗路拆迁恢复楼A区),汽车服务;充电站;充电站,117.471906,31.890642,"店埠镇,包公大道与梁园路交口东南角八斗路拆迁恢复楼A区进门右转地面停车位",安徽省,合肥市,肥东县
特来电汽车充电站(电闪雷鸣慢充桩),汽车服务;充电站;充电站,117.483795,31.886633,人民路与团结大道交口西北角电闪雷鸣充电站,安徽省,合肥市,肥东县
汽车充电站(宝源雅居),汽车服务;充电站;充电站,117.481916,31.889243,店埠镇宝源雅居,安徽省,合肥市,肥东县
依威能源汽车充电站(排头社区南区),汽车服务;充电站;充电站,117.484245,31.874186,店埠镇龙泉路辅路988号(排头地铁站A口步行410米),安徽省,合肥市,肥东县
汽车充电站(风景御园),汽车服务;充电站;充电站,117.480633,31.887314,人民路风景御园6号楼北侧停车位,安徽省,合肥市,肥东县
汽车充电站(包公学府花园B区),汽车服务;充电站;充电站,117.479241,31.885345,店埠镇舟牧教育包公学府花园物业办公室门口停车位,安徽省,合肥市,肥东县
汽车充电站(包公学府花园A区),汽车服务;充电站;充电站,117.478844,31.884953,店埠镇舟牧教育包公学府花园5栋二单元门口停车位进小区需登记,安徽省,合肥市,肥东县
特来电充电站(和平文化广场超充站),汽车服务;充电站;充电站,117.462377,31.890887,店埠镇和平文化广场地面停车场,安徽省,合肥市,肥东县
特来电充电站(文一名门河畔超充站),汽车服务;充电站;充电站,117.463747,31.87619,店埠镇规划支路二文一名门河畔地面停车场,安徽省,合肥市,肥东县
特来电汽车充电站(典泰慢充站),汽车服务;充电站;充电站,117.453574,31.877065,桥头集路与公园路交叉口东北角地面停车场,安徽省,合肥市,肥东县
广汽能源汽车充电站(昊铂合肥肥东吾悦广场超充站),汽车服务;充电站;充电站,117.457827,31.871313,长江东路与桥头集路交汇处B2停车场E176-185,安徽省,合肥市,肥东县
星星充电汽车充电站(星星充电-城关中学),汽车服务;充电站;充电站,117.457295,31.878829,店埠镇古城路肥东县城关中学,安徽省,合肥市,肥东县
特来电汽车充电站(和平文化广场二期超充站),汽车服务;充电站;充电站,117.463335,31.890156,店埠镇和平文化广场地面停车场,安徽省,合肥市,肥东县
吾行悦充肥东吾悦超级汽车充电站,汽车服务;充电站;充电站,117.458235,31.872178,肥东吾悦广场地下二层E区(3号电梯旁),安徽省,合肥市,肥东县
云快充汽车充电站(肥东县四十八中分校),汽车服务;充电站;充电站,117.469383,31.88794,四十中分校,安徽省,合肥市,肥东县
依威能源汽车充电站(光大新村),汽车服务;充电站;充电站,117.453414,31.890643,包公大道与席祠路交叉口东南150米光大新村,安徽省,合肥市,肥东县
依威能源汽车充电站(老政府A区),汽车服务;充电站;充电站,117.46964,31.887123,店埠镇人民路105号,安徽省,合肥市,肥东县
依威能源汽车充电站(老政府B区),汽车服务;充电站;充电站,117.4693,31.888649,店埠镇唐杨路101号,安徽省,合肥市,肥东县
国家电网汽车充电站(安徽省合肥市瑶海区新安江路中石化加油站充电站),汽车服务;充电站;充电站,117.337305,31.863761,当涂路与新安江路交叉口,安徽省,合肥市,瑶海区
汽车充电站(小桔充电帕沃充电新安江路站),汽车服务;充电站;充电站,117.350062,31.863548,绿舟科技新安江路汽车充电站,安徽省,合肥市,瑶海区
小鹏超级充电站(开放运营-小鹏S4超快充合肥北京华联和平路购物中心站),汽车服务;充电站;充电站,117.33199,31.85432,和安巷与和平路交汇处东北50米北京华联购物中心,安徽省,合肥市,瑶海区
绿舟科技新安江路汽车充电站,汽车服务;充电站;充电站,117.350177,31.863519,新安江路403号地面停车场,安徽省,合肥市,瑶海区
小桔充电汽车充电站(合肥市和平路北京华联),汽车服务;充电站;充电站,117.331523,31.856137,和平路街道北京华联(华源国际城西北)北京华联和平路购物中心,安徽省,合肥市,瑶海区
广州蔚星汽车充电站(福海新居充电站),汽车服务;充电站;充电站,117.34099,31.86733,七里站街道十三香牛肉拉面(土山路店)福海新居西区,安徽省,合肥市,瑶海区
塑云科技汽车充电站(合肥市党风教育基地汽车慢充站),汽车服务;充电站;充电站,117.33089,31.848064,党风廉政教育(裕溪路)基地地下停车场,安徽省,合肥市,瑶海区
汽车充电站,汽车服务;充电站;充电站,117.345743,31.856462,采石路40号,安徽省,合肥市,瑶海区
汽车充电站(中国石化新安江加油站),汽车服务;充电站;充电站,117.337867,31.864008,东二环路与新安江路交叉口西北40米,安徽省,合肥市,瑶海区
汽车充电站(立炜电力福海新居站),汽车服务;充电站;充电站,117.340284,31.866528,长江东路204号(东七里地铁站C口步行440米),安徽省,合肥市,瑶海区
汽车充电站(梦和苑2期东区),汽车服务;充电站;充电站,117.33565,31.860597,"铜陵路街道,梦和苑2期东区地下停车位负二层C18-C23,C24-C29号车位",安徽省,合肥市,瑶海区
依威能源汽车充电站(梦和苑东区),汽车服务;充电站;充电站,117.33571,31.859934,七里站街道东二环路215号,安徽省,合肥市,瑶海区
依威能源汽车充电站(梦和苑西区),汽车服务;充电站;充电站,117.33318,31.859285,七里站街道龙塘路交口梦和苑西区,安徽省,合肥市,瑶海区
汽车充电站(梦和苑2期西区),汽车服务;充电站;充电站,117.335134,31.860393,"铜陵路街道,梦和苑2期西区地下停车场负二层B-003-B-008停车位",安徽省,合肥市,瑶海区
特来电汽车充电站(第六空间充电站),汽车服务;充电站;充电站,117.341028,31.846523,城东街道第六空间(裕溪路店),安徽省,合肥市,瑶海区
汽车充电站(钢北小区),汽车服务;充电站;充电站,117.350007,31.855264,红光街道乐水路55号乐水苑小区,安徽省,合肥市,瑶海区
特来电汽车充电站(亮亮超充站),汽车服务;充电站;充电站,117.357356,31.854261,瑶海全民健身中心地下停车场A区003(由地面道闸右拐进入地下停车场后左侧进入),安徽省,合肥市,瑶海区
翔孚快享充汽车充电站(保利超充站),汽车服务;充电站;充电站,117.362146,31.859455,新安江路与雨山路交口西南角保利东郡,安徽省,合肥市,瑶海区
理想汽车充电站(理想超充站合肥瑶海区政务服务中心),汽车服务;充电站;充电站,117.35584,31.85388,乐水路99号水利仓储运输中心地面停车场,安徽省,合肥市,瑶海区
中国石化汽车充电站(广乐家园充电站),汽车服务;充电站;充电站,117.366493,31.852412,大兴镇广乐宴宾楼(广乐家园店),安徽省,合肥市,瑶海区
小鹏超级充电站(开放运营-小鹏S4超快充合肥瑶海区政务中心站),汽车服务;充电站;充电站,117.355962,31.854027,乐水路99号水利物资仓储物流中心地面停车场(近郎溪路高架),安徽省,合肥市,瑶海区
开迈斯汽车充电站(合肥市瑶海保利广场站),汽车服务;充电站;充电站,117.359936,31.85842,新安江路与郎溪路交口保利广场地下停车场266,安徽省,合肥市,瑶海区
蔚来能源汽车充电站(合肥瑶海区政务服务中心),汽车服务;充电站;充电站,117.35673,31.854086,乐水路99号水利仓储运输中心地面停车场,安徽省,合肥市,瑶海区
达克云汽车充电站(即刻充电乐水路超充站),汽车服务;充电站;充电站,117.35609,31.853862,乐水路99号水利物资仓储中心地面停车场,安徽省,合肥市,瑶海区
蔚来能源超级充电站(合肥瑶海区政务服务中心),汽车服务;充电站;充电站,117.35674,31.854118,郎溪路与乐水路交口乐水路99号,安徽省,合肥市,瑶海区
壳牌充电汽车充电站(壳牌合肥瑶海静安医院地面快充站),汽车服务;充电站;充电站,117.37748,31.855148,龙岗路与慈湖路交叉口东北侧静安医院地面停车场,安徽省,合肥市,瑶海区
小鹏汽车充电站(开放运营-小鹏超充合肥龙湖瑶海天街站),汽车服务;充电站;充电站,117.38985,31.867561,王岗路龙湖瑶海天街地下停车场B070(王岗路入口),安徽省,合肥市,瑶海区
毅威电动青创田园充电站,汽车服务;充电站;充电站,117.381518,31.857241,王岗路55号,安徽省,合肥市,瑶海区
合肥市瑶海区襄水路汽车充电站,汽车服务;充电站;充电站,117.374408,31.86376,马岗大道西4号,安徽省,合肥市,瑶海区
云快充汽车充电站(合肥市静安物业管理有限公司),汽车服务;充电站;充电站,117.376521,31.859643,龙岗路与新安江路交口,安徽省,合肥市,瑶海区
依威能源汽车充电站(华邦九狮水岸),汽车服务;充电站;充电站,117.38207,31.866197,门台路与黄池路交叉口西60米,安徽省,合肥市,瑶海区
易佳电汽车充电站(易佳电新安江路合肥小汽车充电站),汽车服务;充电站;充电站,117.403564,31.861177,新安江路169号,安徽省,合肥市,瑶海区
易佳电汽车充电站(易佳电首达储能龙誉城充电站),汽车服务;充电站;充电站,117.39809,31.858397,"龙湖龙誉中心,大众路与西涧路交叉口向东40米",安徽省,合肥市,肥东县
星星充电汽车充电站(星星充电-蓝速电龙誉城),汽车服务;充电站;充电站,117.398158,31.858184,大众路与西涧路交叉口东40米,安徽省,合肥市,肥东县
特斯拉超级充电站(合肥肥东龙湖龙誉中心),汽车服务;充电站;充电站,117.39895,31.859898,龙岗综合经济开发区大众路与新安江路交口合肥肥东龙湖龙誉中心地下停车场负一层B区/入口新安江路辅路,安徽省,合肥市,肥东县
极氪能源超级充电站(合肥极氪交付中心超充站),汽车服务;充电站;充电站,117.404199,31.861816,龙岗综合经济开发区新安江路169号3厂房极氪交付中心地面停车场,安徽省,合肥市,瑶海区
特来电充电站(徽商充电1号站),汽车服务;充电站;充电站,117.401981,31.868449,长江东路与大众路交叉路口向东400米南侧,安徽省,合肥市,瑶海区
汽车充电站(毅威电动三十埠站),汽车服务;充电站;充电站,117.401085,31.869306,大众路8号(三十埠地铁站A口步行290米),安徽省,合肥市,瑶海区
能效邻里共享汽车充电站(金鹏珑璟台),汽车服务;充电站;充电站,117.40748,31.868137,金鹏珑璟台小区地下车库负一层167号车位,安徽省,合肥市,肥东县
汽车充电站(龙湖春江郦城住宅内部专用),汽车服务;充电站;专用充电站,117.39705,31.86908,长江东路与大众路交叉口东南角,安徽省,合肥市,瑶海区
汽车充电站(白猿充电长江东路站),汽车服务;充电站;充电站,117.388419,31.869282,长江东路辅路与王岗路交口西20米,安徽省,合肥市,瑶海区
汽车充电站(国家电网安徽省合肥市瑶海区长江东路中石化合店加油站充电站),汽车服务;充电站;充电站,117.371131,31.868663,合肥龙岗综合经济开发区长江东路辅路中国石化合店加油站地面停车场,安徽省,合肥市,瑶海区
小桔充电汽车充电站(帕沃充电恒大城小桔),汽车服务;充电站;充电站,117.38921,31.877665,王岗路25号恒大城西门,安徽省,合肥市,瑶海区
易佳电汽车充电站(易佳电蓝鲤白猿充电站),汽车服务;充电站;充电站,117.38849,31.86921,长江东路与王岗路交口西北120米,安徽省,合肥市,瑶海区
特来电充电站(安智行龙湖天街),汽车服务;充电站;充电站,117.390069,31.868332,长江东路与王岗路交叉口龙湖天街地下停车场B2层C264,安徽省,合肥市,瑶海区
明皇路A区新能源车便民专用汽车充电站,汽车服务;充电站;充电站,117.370999,31.881658,龙岗路8-s104号,安徽省,合肥市,瑶海区
云快充汽车充电站(安亿弘花溪龙庭新能源),汽车服务;充电站;充电站,117.381654,31.877789,临泉路与顺祥路交口花溪龙庭30号楼东边场地,安徽省,合肥市,瑶海区
临泉路新能源车便民专用汽车充电站,汽车服务;充电站;充电站,117.376267,31.876516,临泉东路686号,安徽省,合肥市,瑶海区
汽车充电站(合肥充电王岗路路游园),汽车服务;充电站;充电站,117.388683,31.876216,龙岗派出所王岗社区警务室附近,安徽省,合肥市,瑶海区
依威能源汽车充电站(龙湖花园),汽车服务;充电站;充电站,117.383092,31.873507,临泉东路与顺祥路交汇处龙湖花园,安徽省,合肥市,瑶海区
理想汽车充电站(理想超充站合肥瑶海区新能源汽车城),汽车服务;充电站;充电站,117.34717,31.9055,瑶海区工业园合肥瑶海新能源电动车摩托车产业园瑶海钢构,安徽省,合肥市,瑶海区
